interacting_pair	variable	pvalue	mean	part1	part2	tissue
CLEC2B_KLRF1	TRM_CD4.NK	0	0.728	TRM_CD4	NK	Bladder
CLEC2B_KLRF1	TRM_CD8.NK	0	0.793	TRM_CD8	NK	Bladder
COL14A1_a2b1 complex	Fib.Epithelial_S100P_high	0	0.711	Fib	Epithelial_S100P_high	Bladder
COL14A1_a2b1 complex	FibSmo.Epithelial_S100P_high	0	0.463	FibSmo	Epithelial_S100P_high	Bladder
COL14A1_a2b1 complex	Smo.Epithelial_S100P_high	0	0.442	Smo	Epithelial_S100P_high	Bladder
COL15A1_a2b1 complex	BEC.Epithelial_S100P_high	0	0.602	BEC	Epithelial_S100P_high	Bladder
COL15A1_a2b1 complex	Fib.Epithelial_S100P_high	0	0.394	Fib	Epithelial_S100P_high	Bladder
COL16A1_a2b1 complex	FibSmo.Epithelial_S100P_high	0	0.349	FibSmo	Epithelial_S100P_high	Bladder
COL18A1_a2b1 complex	BEC.Epithelial_S100P_high	0	0.336	BEC	Epithelial_S100P_high	Bladder
COL18A1_a2b1 complex	Fib.Epithelial_S100P_high	0	0.369	Fib	Epithelial_S100P_high	Bladder
COL18A1_a2b1 complex	FibSmo.Epithelial_S100P_high	0	0.326	FibSmo	Epithelial_S100P_high	Bladder
COL18A1_a2b1 complex	Smo.Epithelial_S100P_high	0	0.517	Smo	Epithelial_S100P_high	Bladder
COL1A1_a2b1 complex	Fib.Epithelial_S100P_high	0	1.205	Fib	Epithelial_S100P_high	Bladder
COL1A1_a2b1 complex	FibSmo.Epithelial_S100P_high	0	1.292	FibSmo	Epithelial_S100P_high	Bladder
COL1A1_a2b1 complex	Smo.Epithelial_S100P_high	0	0.553	Smo	Epithelial_S100P_high	Bladder
COL1A2_a2b1 complex	Fib.Epithelial_S100P_high	0	1.568	Fib	Epithelial_S100P_high	Bladder
COL1A2_a2b1 complex	FibSmo.Epithelial_S100P_high	0	1.586	FibSmo	Epithelial_S100P_high	Bladder
COL1A2_a2b1 complex	Smo.Epithelial_S100P_high	0	0.559	Smo	Epithelial_S100P_high	Bladder
COL3A1_a2b1 complex	Fib.Epithelial_S100P_high	0	0.83	Fib	Epithelial_S100P_high	Bladder
COL3A1_a2b1 complex	FibSmo.Epithelial_S100P_high	0	1.042	FibSmo	Epithelial_S100P_high	Bladder
COL3A1_a2b1 complex	Smo.Epithelial_S100P_high	0	0.476	Smo	Epithelial_S100P_high	Bladder
COL4A1_a2b1 complex	BEC.Epithelial_S100P_high	0	0.374	BEC	Epithelial_S100P_high	Bladder
COL4A1_a2b1 complex	Fib.Epithelial_S100P_high	0	0.324	Fib	Epithelial_S100P_high	Bladder
COL4A1_a2b1 complex	Smo.Epithelial_S100P_high	0	0.358	Smo	Epithelial_S100P_high	Bladder
COL4A2_a2b1 complex	BEC.Epithelial_S100P_high	0	0.381	BEC	Epithelial_S100P_high	Bladder
COL4A2_a2b1 complex	Fib.Epithelial_S100P_high	0	0.372	Fib	Epithelial_S100P_high	Bladder
COL4A2_a2b1 complex	Smo.Epithelial_S100P_high	0	0.436	Smo	Epithelial_S100P_high	Bladder
COL4A5_a2b1 complex	Epithelial_S100P_high.Epithelial_S100P_high	0	0.367	Epithelial_S100P_high	Epithelial_S100P_high	Bladder
COL5A1_a2b1 complex	Fib.Epithelial_S100P_high	0	0.294	Fib	Epithelial_S100P_high	Bladder
COL5A1_a2b1 complex	FibSmo.Epithelial_S100P_high	0	0.365	FibSmo	Epithelial_S100P_high	Bladder
COL5A2_a2b1 complex	Fib.Epithelial_S100P_high	0	0.321	Fib	Epithelial_S100P_high	Bladder
COL5A2_a2b1 complex	FibSmo.Epithelial_S100P_high	0	0.316	FibSmo	Epithelial_S100P_high	Bladder
COL6A1_a2b1 complex	Fib.Epithelial_S100P_high	0	1.07	Fib	Epithelial_S100P_high	Bladder
COL6A1_a2b1 complex	FibSmo.Epithelial_S100P_high	0	1.055	FibSmo	Epithelial_S100P_high	Bladder
COL6A1_a2b1 complex	Smo.Epithelial_S100P_high	0	0.557	Smo	Epithelial_S100P_high	Bladder
COL6A2_a2b1 complex	Fib.Epithelial_S100P_high	0	1.496	Fib	Epithelial_S100P_high	Bladder
COL6A2_a2b1 complex	FibSmo.Epithelial_S100P_high	0	1.181	FibSmo	Epithelial_S100P_high	Bladder
COL6A2_a2b1 complex	Smo.Epithelial_S100P_high	0	0.909	Smo	Epithelial_S100P_high	Bladder
COL6A3_a2b1 complex	Fib.Epithelial_S100P_high	0	1.026	Fib	Epithelial_S100P_high	Bladder
COL6A3_a2b1 complex	FibSmo.Epithelial_S100P_high	0	0.714	FibSmo	Epithelial_S100P_high	Bladder
COL6A3_a2b1 complex	Smo.Epithelial_S100P_high	0	0.344	Smo	Epithelial_S100P_high	Bladder
COL8A1_a2b1 complex	FibSmo.Epithelial_S100P_high	0	0.472	FibSmo	Epithelial_S100P_high	Bladder
CXADR_FAM3C	Epithelial_S100P_high.Epithelial_S100P_high	0	0.84	Epithelial_S100P_high	Epithelial_S100P_high	Bladder
CXADR_FAM3C	Epithelial_S100P_high.Fib	0	0.84	Epithelial_S100P_high	Fib	Bladder
CXCL12_CXCR4	BEC.DC	0	1.227	BEC	DC	Bladder
CXCL12_CXCR4	BEC.Mac	0	0.944	BEC	Mac	Bladder
CXCL12_CXCR4	BEC.Memory_B	0	1.15	BEC	Memory_B	Bladder
CXCL12_CXCR4	BEC.Mon	0.016	0.866	BEC	Mon	Bladder
CXCL12_CXCR4	BEC.NK	0	0.991	BEC	NK	Bladder
CXCL12_CXCR4	BEC.TEFF_CD8	0	1.486	BEC	TEFF_CD8	Bladder
CXCL12_CXCR4	BEC.TRM_CD4	0	1.454	BEC	TRM_CD4	Bladder
CXCL12_CXCR4	BEC.TRM_CD8	0	1.589	BEC	TRM_CD8	Bladder
CXCL12_CXCR4	Fib.DC	0	1.87	Fib	DC	Bladder
CXCL12_CXCR4	Fib.Mac	0	1.587	Fib	Mac	Bladder
CXCL12_CXCR4	Fib.Memory_B	0	1.794	Fib	Memory_B	Bladder
CXCL12_CXCR4	Fib.Mon	0	1.509	Fib	Mon	Bladder
CXCL12_CXCR4	Fib.NK	0	1.634	Fib	NK	Bladder
CXCL12_CXCR4	Fib.TEFF_CD8	0	2.129	Fib	TEFF_CD8	Bladder
CXCL12_CXCR4	Fib.TRM_CD4	0	2.097	Fib	TRM_CD4	Bladder
CXCL12_CXCR4	Fib.TRM_CD8	0	2.232	Fib	TRM_CD8	Bladder
CXCL12_CXCR4	FibSmo.DC	0	1.487	FibSmo	DC	Bladder
CXCL12_CXCR4	FibSmo.Mac	0	1.204	FibSmo	Mac	Bladder
CXCL12_CXCR4	FibSmo.Memory_B	0	1.41	FibSmo	Memory_B	Bladder
CXCL12_CXCR4	FibSmo.Mon	0	1.126	FibSmo	Mon	Bladder
CXCL12_CXCR4	FibSmo.NK	0	1.251	FibSmo	NK	Bladder
CXCL12_CXCR4	FibSmo.TEFF_CD8	0	1.746	FibSmo	TEFF_CD8	Bladder
CXCL12_CXCR4	FibSmo.TRM_CD4	0	1.714	FibSmo	TRM_CD4	Bladder
CXCL12_CXCR4	FibSmo.TRM_CD8	0	1.848	FibSmo	TRM_CD8	Bladder
CXCL12_CXCR4	Mac.DC	0	1.077	Mac	DC	Bladder
CXCL12_CXCR4	Mac.Memory_B	0	1	Mac	Memory_B	Bladder
CXCL12_CXCR4	Mac.TEFF_CD8	0	1.335	Mac	TEFF_CD8	Bladder
CXCL12_CXCR4	Mac.TRM_CD4	0	1.304	Mac	TRM_CD4	Bladder
CXCL12_CXCR4	Mac.TRM_CD8	0	1.438	Mac	TRM_CD8	Bladder
CXCL12_CXCR4	Smo.DC	0	1.15	Smo	DC	Bladder
CXCL12_CXCR4	Smo.Mac	0	0.867	Smo	Mac	Bladder
CXCL12_CXCR4	Smo.Memory_B	0	1.073	Smo	Memory_B	Bladder
CXCL12_CXCR4	Smo.NK	0	0.914	Smo	NK	Bladder
CXCL12_CXCR4	Smo.TEFF_CD8	0	1.409	Smo	TEFF_CD8	Bladder
CXCL12_CXCR4	Smo.TRM_CD4	0	1.377	Smo	TRM_CD4	Bladder
CXCL12_CXCR4	Smo.TRM_CD8	0	1.511	Smo	TRM_CD8	Bladder
CXCL8_ACKR1	DC.BEC	0	2.248	DC	BEC	Bladder
CXCL8_ACKR1	Mac.BEC	0	2	Mac	BEC	Bladder
CXCL8_ACKR1	Mon.BEC	0	2.319	Mon	BEC	Bladder
EFNA1_EPHA2	BEC.Epithelial_S100P_high	0	0.635	BEC	Epithelial_S100P_high	Bladder
EFNA1_EPHA2	Epithelial_S100P_high.Epithelial_S100P_high	0	0.538	Epithelial_S100P_high	Epithelial_S100P_high	Bladder
EFNB2_EPHB4	BEC.BEC	0	0.465	BEC	BEC	Bladder
EGFR_AREG	Fib.DC	0	1.419	Fib	DC	Bladder
EGFR_AREG	Fib.Mac	0.016	0.463	Fib	Mac	Bladder
EGFR_AREG	Fib.Memory_B	0.016	0.53	Fib	Memory_B	Bladder
EGFR_AREG	Fib.Mon	0	1.247	Fib	Mon	Bladder
EGFR_AREG	Fib.NK	0.016	0.498	Fib	NK	Bladder
EGFR_AREG	Fib.TRM_CD4	0	0.496	Fib	TRM_CD4	Bladder
EGFR_AREG	Fib.TRM_CD8	0	0.492	Fib	TRM_CD8	Bladder
EGFR_COPA	Fib.Mon	0	0.374	Fib	Mon	Bladder
EGFR_GRN	Fib.BEC	0	0.386	Fib	BEC	Bladder
EGFR_GRN	Fib.DC	0	0.707	Fib	DC	Bladder
EGFR_GRN	Fib.Epithelial_S100P_high	0	0.554	Fib	Epithelial_S100P_high	Bladder
EGFR_GRN	Fib.Fib	0	0.48	Fib	Fib	Bladder
EGFR_GRN	Fib.FibSmo	0	0.41	Fib	FibSmo	Bladder
EGFR_GRN	Fib.Mac	0	0.802	Fib	Mac	Bladder
EGFR_GRN	Fib.Mon	0	0.592	Fib	Mon	Bladder
EGFR_HBEGF	Fib.BEC	0	0.418	Fib	BEC	Bladder
EGFR_HBEGF	Fib.DC	0	0.735	Fib	DC	Bladder
EGFR_HBEGF	Fib.Epithelial_S100P_high	0	0.309	Fib	Epithelial_S100P_high	Bladder
EGFR_HBEGF	Fib.Mac	0	0.685	Fib	Mac	Bladder
EGFR_HBEGF	Fib.Mon	0	0.685	Fib	Mon	Bladder
EGFR_MIF	Fib.Epithelial_S100P_high	0	1.219	Fib	Epithelial_S100P_high	Bladder
EGFR_MIF	Fib.Fib	0	1.023	Fib	Fib	Bladder
EGFR_MIF	Fib.FibSmo	0	1.181	Fib	FibSmo	Bladder
EGFR_MIF	Fib.Mac	0.031	0.89	Fib	Mac	Bladder
EGFR_MIF	Fib.Smo	0	0.999	Fib	Smo	Bladder
EGFR_MIF	Fib.TEFF_CD8	0	1.096	Fib	TEFF_CD8	Bladder
EGFR_MIF	Fib.TRM_CD4	0	1.131	Fib	TRM_CD4	Bladder
EGFR_MIF	Fib.TRM_CD8	0	0.948	Fib	TRM_CD8	Bladder
EGFR_TGFB1	Fib.BEC	0	0.369	Fib	BEC	Bladder
EGFR_TGFB1	Fib.DC	0	0.569	Fib	DC	Bladder
EGFR_TGFB1	Fib.Mac	0	0.549	Fib	Mac	Bladder
EGFR_TGFB1	Fib.Mon	0	0.536	Fib	Mon	Bladder
EGFR_TGFB1	Fib.NK	0	0.742	Fib	NK	Bladder
EGFR_TGFB1	Fib.TEFF_CD8	0	0.591	Fib	TEFF_CD8	Bladder
EGFR_TGFB1	Fib.TRM_CD4	0	0.457	Fib	TRM_CD4	Bladder
EGFR_TGFB1	Fib.TRM_CD8	0	0.488	Fib	TRM_CD8	Bladder
EREG_EGFR	DC.Fib	0	0.402	DC	Fib	Bladder
EREG_EGFR	Mon.Fib	0	1.297	Mon	Fib	Bladder
ESAM_ESAM	BEC.BEC	0	1.4	BEC	BEC	Bladder
ESAM_ESAM	BEC.Smo	0	0.931	BEC	Smo	Bladder
ESAM_ESAM	Smo.BEC	0	0.931	Smo	BEC	Bladder
ESAM_ESAM	Smo.Smo	0	0.462	Smo	Smo	Bladder
F10_aMb2 complex	Fib.Mac	0	0.421	Fib	Mac	Bladder
F10_aMb2 complex	Fib.Mon	0	0.429	Fib	Mon	Bladder
FBN1_a5b1 complex	Fib.BEC	0	0.554	Fib	BEC	Bladder
FGFR1_FGF7	Fib.Fib	0	0.984	Fib	Fib	Bladder
FGFR1_FGF7	Fib.FibSmo	0	0.477	Fib	FibSmo	Bladder
FGFR1_FGF7	Fib.Smo	0	0.622	Fib	Smo	Bladder
FGFR1_FGF7	FibSmo.Fib	0	0.916	FibSmo	Fib	Bladder
FGFR1_FGF7	FibSmo.FibSmo	0	0.409	FibSmo	FibSmo	Bladder
FGFR1_FGF7	FibSmo.Smo	0	0.555	FibSmo	Smo	Bladder
FLT1 complex_VEGFA	BEC.DC	0	0.569	BEC	DC	Bladder
FLT1 complex_VEGFA	BEC.Epithelial_S100P_high	0	0.543	BEC	Epithelial_S100P_high	Bladder
FLT1 complex_VEGFA	BEC.Mac	0	0.573	BEC	Mac	Bladder
FLT1 complex_VEGFA	BEC.Mon	0	0.617	BEC	Mon	Bladder
FN1_a2b1 complex	Fib.Epithelial_S100P_high	0	0.646	Fib	Epithelial_S100P_high	Bladder
FN1_a2b1 complex	FibSmo.Epithelial_S100P_high	0	0.733	FibSmo	Epithelial_S100P_high	Bladder
FN1_a2b1 complex	Smo.Epithelial_S100P_high	0	0.394	Smo	Epithelial_S100P_high	Bladder
FN1_a3b1 complex	Fib.Epithelial_S100P_high	0	0.711	Fib	Epithelial_S100P_high	Bladder
FN1_a3b1 complex	FibSmo.Epithelial_S100P_high	0	0.798	FibSmo	Epithelial_S100P_high	Bladder
FN1_a3b1 complex	Smo.Epithelial_S100P_high	0	0.458	Smo	Epithelial_S100P_high	Bladder
FN1_a4b1 complex	Fib.DC	0	0.714	Fib	DC	Bladder
FN1_a4b1 complex	Fib.Mon	0	0.684	Fib	Mon	Bladder
FN1_a4b1 complex	Fib.NK	0	0.749	Fib	NK	Bladder
FN1_a4b1 complex	Fib.TEFF_CD8	0	0.73	Fib	TEFF_CD8	Bladder
FN1_a4b1 complex	FibSmo.DC	0	0.801	FibSmo	DC	Bladder
FN1_a4b1 complex	FibSmo.Mon	0	0.771	FibSmo	Mon	Bladder
FN1_a4b1 complex	FibSmo.NK	0	0.836	FibSmo	NK	Bladder
FN1_a4b1 complex	FibSmo.TEFF_CD8	0	0.816	FibSmo	TEFF_CD8	Bladder
FN1_a4b1 complex	Smo.DC	0	0.461	Smo	DC	Bladder
FN1_a4b1 complex	Smo.Mon	0	0.431	Smo	Mon	Bladder
FN1_a4b1 complex	Smo.NK	0	0.496	Smo	NK	Bladder
FN1_a4b1 complex	Smo.TEFF_CD8	0	0.477	Smo	TEFF_CD8	Bladder
FN1_a5b1 complex	Fib.BEC	0	0.71	Fib	BEC	Bladder
FN1_a5b1 complex	FibSmo.BEC	0	0.796	FibSmo	BEC	Bladder
FN1_a5b1 complex	Smo.BEC	0	0.457	Smo	BEC	Bladder
FN1_a8b1 complex	Fib.FibSmo	0	0.767	Fib	FibSmo	Bladder
FN1_a8b1 complex	FibSmo.FibSmo	0	0.854	FibSmo	FibSmo	Bladder
FN1_a8b1 complex	Smo.FibSmo	0	0.515	Smo	FibSmo	Bladder
FN1_aVb1 complex	Fib.Epithelial_S100P_high	0	0.688	Fib	Epithelial_S100P_high	Bladder
FN1_aVb1 complex	FibSmo.Epithelial_S100P_high	0	0.774	FibSmo	Epithelial_S100P_high	Bladder
FN1_aVb1 complex	Smo.Epithelial_S100P_high	0	0.435	Smo	Epithelial_S100P_high	Bladder
FPR3_HEBP1	DC.Fib	0	0.39	DC	Fib	Bladder
FPR3_HEBP1	Mac.Fib	0	0.458	Mac	Fib	Bladder
HLA-DRB1_OGN	BEC.Fib	0	2.281	BEC	Fib	Bladder
HLA-DRB1_OGN	DC.Fib	0	2.848	DC	Fib	Bladder
HLA-DRB1_OGN	Mac.Fib	0	2.129	Mac	Fib	Bladder
HLA-DRB1_OGN	Memory_B.Fib	0	2.097	Memory_B	Fib	Bladder
HLA-DRB1_OGN	Mon.Fib	0	1.686	Mon	Fib	Bladder
HLA-DRB1_OGN	NK.Fib	0	1.193	NK	Fib	Bladder
HLA-DRB1_OGN	TEFF_CD8.Fib	0	0.995	TEFF_CD8	Fib	Bladder
ICAM1_aMb2 complex	BEC.Mac	0	0.801	BEC	Mac	Bladder
ICAM1_aMb2 complex	BEC.Mon	0	0.808	BEC	Mon	Bladder
ICAM1_aMb2 complex	DC.Mac	0	0.498	DC	Mac	Bladder
ICAM1_aMb2 complex	DC.Mon	0	0.505	DC	Mon	Bladder
ICAM1_aMb2 complex	Fib.Mac	0	0.471	Fib	Mac	Bladder
ICAM1_aMb2 complex	Fib.Mon	0	0.478	Fib	Mon	Bladder
ICAM1_aMb2 complex	Mac.Mac	0	0.491	Mac	Mac	Bladder
ICAM1_aMb2 complex	Mac.Mon	0	0.498	Mac	Mon	Bladder
ICAM1_aMb2 complex	Mon.Mac	0	0.516	Mon	Mac	Bladder
ICAM1_aMb2 complex	Mon.Mon	0	0.523	Mon	Mon	Bladder
ICAM1_AREG	BEC.DC	0	1.783	BEC	DC	Bladder
ICAM1_AREG	BEC.Mac	0	0.827	BEC	Mac	Bladder
ICAM1_AREG	BEC.Memory_B	0	0.894	BEC	Memory_B	Bladder
ICAM1_AREG	BEC.Mon	0	1.61	BEC	Mon	Bladder
ICAM1_AREG	BEC.NK	0	0.862	BEC	NK	Bladder
ICAM1_AREG	BEC.TEFF_CD8	0	0.809	BEC	TEFF_CD8	Bladder
ICAM1_AREG	BEC.TRM_CD4	0	0.859	BEC	TRM_CD4	Bladder
ICAM1_AREG	BEC.TRM_CD8	0	0.855	BEC	TRM_CD8	Bladder
ICAM1_AREG	DC.DC	0	1.48	DC	DC	Bladder
ICAM1_AREG	DC.Mon	0	1.307	DC	Mon	Bladder
ICAM1_AREG	Fib.DC	0	1.452	Fib	DC	Bladder
ICAM1_AREG	Fib.Mon	0	1.28	Fib	Mon	Bladder
ICAM1_AREG	Mac.DC	0	1.472	Mac	DC	Bladder
ICAM1_AREG	Mac.Mon	0	1.3	Mac	Mon	Bladder
ICAM1_AREG	Mon.DC	0	1.498	Mon	DC	Bladder
ICAM1_AREG	Mon.Mon	0	1.325	Mon	Mon	Bladder
ICAM1_aXb2 complex	BEC.Mon	0	0.749	BEC	Mon	Bladder
ICAM1_aXb2 complex	DC.Mon	0	0.446	DC	Mon	Bladder
ICAM1_aXb2 complex	Fib.Mon	0	0.419	Fib	Mon	Bladder
ICAM1_aXb2 complex	Mac.Mon	0	0.438	Mac	Mon	Bladder
ICAM1_aXb2 complex	Mon.Mon	0	0.464	Mon	Mon	Bladder
ICAM1_SPN	BEC.NK	0	0.813	BEC	NK	Bladder
ICAM1_SPN	DC.NK	0	0.51	DC	NK	Bladder
ICAM1_SPN	Fib.NK	0	0.483	Fib	NK	Bladder
ICAM1_SPN	Mac.NK	0	0.503	Mac	NK	Bladder
ICAM1_SPN	Mon.NK	0	0.528	Mon	NK	Bladder
IFNG_Type II IFNR	NK.DC	0	0.785	NK	DC	Bladder
IFNG_Type II IFNR	NK.Epithelial_S100P_high	0	0.725	NK	Epithelial_S100P_high	Bladder
IFNG_Type II IFNR	NK.Fib	0	0.66	NK	Fib	Bladder
IFNG_Type II IFNR	NK.Mac	0	0.729	NK	Mac	Bladder
IFNG_Type II IFNR	NK.Memory_B	0	0.715	NK	Memory_B	Bladder
IFNG_Type II IFNR	NK.Mon	0	0.775	NK	Mon	Bladder
IFNG_Type II IFNR	TEFF_CD8.DC	0	0.671	TEFF_CD8	DC	Bladder
IFNG_Type II IFNR	TEFF_CD8.Epithelial_S100P_high	0	0.611	TEFF_CD8	Epithelial_S100P_high	Bladder
IFNG_Type II IFNR	TEFF_CD8.Fib	0	0.546	TEFF_CD8	Fib	Bladder
IFNG_Type II IFNR	TEFF_CD8.Mac	0	0.615	TEFF_CD8	Mac	Bladder
IFNG_Type II IFNR	TEFF_CD8.Memory_B	0	0.601	TEFF_CD8	Memory_B	Bladder
IFNG_Type II IFNR	TEFF_CD8.Mon	0	0.661	TEFF_CD8	Mon	Bladder
IFNG_Type II IFNR	TRM_CD8.DC	0	0.571	TRM_CD8	DC	Bladder
IFNG_Type II IFNR	TRM_CD8.Epithelial_S100P_high	0	0.511	TRM_CD8	Epithelial_S100P_high	Bladder
IFNG_Type II IFNR	TRM_CD8.Fib	0	0.446	TRM_CD8	Fib	Bladder
IFNG_Type II IFNR	TRM_CD8.Mac	0	0.515	TRM_CD8	Mac	Bladder
IFNG_Type II IFNR	TRM_CD8.Memory_B	0	0.501	TRM_CD8	Memory_B	Bladder
IFNG_Type II IFNR	TRM_CD8.Mon	0	0.561	TRM_CD8	Mon	Bladder
IGF1_a6b4 complex	Fib.Epithelial_S100P_high	0	0.792	Fib	Epithelial_S100P_high	Bladder
IL1 receptor inhibitor_IL1B	DC.DC	0	0.75	DC	DC	Bladder
IL1 receptor inhibitor_IL1B	DC.Mac	0	0.432	DC	Mac	Bladder
IL1 receptor inhibitor_IL1B	DC.Mon	0	0.892	DC	Mon	Bladder
IL1 receptor inhibitor_IL1RN	DC.Mon	0	0.362	DC	Mon	Bladder
JAG1_NOTCH2	Epithelial_S100P_high.Mon	0	0.425	Epithelial_S100P_high	Mon	Bladder
JAG1_NOTCH2	Smo.Mon	0	0.806	Smo	Mon	Bladder
JAG1_NOTCH3	Epithelial_S100P_high.Smo	0	0.759	Epithelial_S100P_high	Smo	Bladder
JAG1_NOTCH3	Smo.Smo	0	1.14	Smo	Smo	Bladder
JAM2_a4b1 complex	BEC.DC	0	0.488	BEC	DC	Bladder
JAM2_a4b1 complex	BEC.Mon	0	0.458	BEC	Mon	Bladder
JAM2_a4b1 complex	BEC.NK	0	0.523	BEC	NK	Bladder
JAM2_a4b1 complex	BEC.TEFF_CD8	0	0.503	BEC	TEFF_CD8	Bladder
LAMC1_a2b1 complex	Fib.Epithelial_S100P_high	0	0.438	Fib	Epithelial_S100P_high	Bladder
LAMC1_a6b1 complex	Fib.BEC	0	0.797	Fib	BEC	Bladder
LAMC1_a6b1 complex	Fib.Epithelial_S100P_high	0	0.78	Fib	Epithelial_S100P_high	Bladder
LAMC1_a7b1 complex	Fib.Smo	0	0.551	Fib	Smo	Bladder
LAMP1_FAM3C	BEC.Epithelial_S100P_high	0	0.454	BEC	Epithelial_S100P_high	Bladder
LAMP1_FAM3C	BEC.Fib	0	0.454	BEC	Fib	Bladder
LAMP1_FAM3C	Epithelial_S100P_high.Epithelial_S100P_high	0	0.502	Epithelial_S100P_high	Epithelial_S100P_high	Bladder
LAMP1_FAM3C	Epithelial_S100P_high.Fib	0	0.502	Epithelial_S100P_high	Fib	Bladder
LAMP1_FAM3C	Fib.Epithelial_S100P_high	0	0.61	Fib	Epithelial_S100P_high	Bladder
LAMP1_FAM3C	Fib.Fib	0	0.61	Fib	Fib	Bladder
LAMP1_FAM3C	FibSmo.Epithelial_S100P_high	0	0.605	FibSmo	Epithelial_S100P_high	Bladder
LAMP1_FAM3C	FibSmo.Fib	0	0.605	FibSmo	Fib	Bladder
LAMP1_FAM3C	Mac.Epithelial_S100P_high	0	0.491	Mac	Epithelial_S100P_high	Bladder
LAMP1_FAM3C	Mac.Fib	0	0.491	Mac	Fib	Bladder
LAMP1_FAM3C	Mon.Epithelial_S100P_high	0.03	0.419	Mon	Epithelial_S100P_high	Bladder
LAMP1_FAM3C	Mon.Fib	0.016	0.418	Mon	Fib	Bladder
LAMP1_FAM3C	NK.Epithelial_S100P_high	0	0.43	NK	Epithelial_S100P_high	Bladder
LAMP1_FAM3C	NK.Fib	0	0.43	NK	Fib	Bladder
LAMP1_FAM3C	Smo.Epithelial_S100P_high	0	0.459	Smo	Epithelial_S100P_high	Bladder
LAMP1_FAM3C	Smo.Fib	0	0.459	Smo	Fib	Bladder
LAMP1_FAM3C	TEFF_CD8.Epithelial_S100P_high	0.048	0.43	TEFF_CD8	Epithelial_S100P_high	Bladder
LAMP1_FAM3C	TEFF_CD8.Fib	0.016	0.43	TEFF_CD8	Fib	Bladder
LGALS9_CD44	DC.DC	0	0.69	DC	DC	Bladder
LGALS9_CD44	DC.Epithelial_S100P_high	0	0.67	DC	Epithelial_S100P_high	Bladder
LGALS9_CD44	DC.Fib	0	0.59	DC	Fib	Bladder
LGALS9_CD44	DC.Mac	0	0.611	DC	Mac	Bladder
LGALS9_CD44	DC.Mon	0	1.183	DC	Mon	Bladder
LGALS9_CD44	DC.NK	0.048	0.566	DC	NK	Bladder
LGALS9_CD44	DC.Smo	0	0.658	DC	Smo	Bladder
LGALS9_CD44	DC.TEFF_CD8	0	0.814	DC	TEFF_CD8	Bladder
LGALS9_CD44	DC.TRM_CD4	0	0.742	DC	TRM_CD4	Bladder
LGALS9_CD44	DC.TRM_CD8	0	0.729	DC	TRM_CD8	Bladder
LGALS9_CD44	Mac.DC	0	0.644	Mac	DC	Bladder
LGALS9_CD44	Mac.Epithelial_S100P_high	0	0.624	Mac	Epithelial_S100P_high	Bladder
LGALS9_CD44	Mac.Fib	0	0.544	Mac	Fib	Bladder
LGALS9_CD44	Mac.Mac	0	0.565	Mac	Mac	Bladder
LGALS9_CD44	Mac.Mon	0	1.137	Mac	Mon	Bladder
LGALS9_CD44	Mac.Smo	0	0.612	Mac	Smo	Bladder
LGALS9_CD44	Mac.TEFF_CD8	0	0.767	Mac	TEFF_CD8	Bladder
LGALS9_CD44	Mac.TRM_CD4	0	0.695	Mac	TRM_CD4	Bladder
LGALS9_CD44	Mac.TRM_CD8	0	0.683	Mac	TRM_CD8	Bladder
LGALS9_CD44	Mon.DC	0	0.714	Mon	DC	Bladder
LGALS9_CD44	Mon.Epithelial_S100P_high	0	0.694	Mon	Epithelial_S100P_high	Bladder
LGALS9_CD44	Mon.Fib	0	0.614	Mon	Fib	Bladder
LGALS9_CD44	Mon.Mac	0	0.635	Mon	Mac	Bladder
LGALS9_CD44	Mon.Mon	0	1.207	Mon	Mon	Bladder
LGALS9_CD44	Mon.NK	0.016	0.59	Mon	NK	Bladder
LGALS9_CD44	Mon.Smo	0	0.682	Mon	Smo	Bladder
LGALS9_CD44	Mon.TEFF_CD8	0	0.838	Mon	TEFF_CD8	Bladder
LGALS9_CD44	Mon.TRM_CD4	0	0.766	Mon	TRM_CD4	Bladder
LGALS9_CD44	Mon.TRM_CD8	0	0.754	Mon	TRM_CD8	Bladder
LGALS9_CD47	DC.DC	0	0.484	DC	DC	Bladder
LGALS9_CD47	DC.Epithelial_S100P_high	0	0.521	DC	Epithelial_S100P_high	Bladder
LGALS9_CD47	DC.Fib	0	0.554	DC	Fib	Bladder
LGALS9_CD47	DC.FibSmo	0	0.484	DC	FibSmo	Bladder
LGALS9_CD47	DC.Mac	0	0.497	DC	Mac	Bladder
LGALS9_CD47	DC.Memory_B	0	0.502	DC	Memory_B	Bladder
LGALS9_CD47	DC.NK	0	0.558	DC	NK	Bladder
LGALS9_CD47	Mac.DC	0	0.438	Mac	DC	Bladder
LGALS9_CD47	Mac.Epithelial_S100P_high	0	0.474	Mac	Epithelial_S100P_high	Bladder
LGALS9_CD47	Mac.Fib	0	0.507	Mac	Fib	Bladder
LGALS9_CD47	Mac.FibSmo	0	0.438	Mac	FibSmo	Bladder
LGALS9_CD47	Mac.Mac	0	0.451	Mac	Mac	Bladder
LGALS9_CD47	Mac.Memory_B	0	0.456	Mac	Memory_B	Bladder
LGALS9_CD47	Mac.NK	0	0.512	Mac	NK	Bladder
LGALS9_CD47	Mon.DC	0	0.508	Mon	DC	Bladder
